Account,trade_date,closedPnL_sum,closedPnL_mean,closedPnL_std,is_profitable_mean,execution_price_count,fg_date,fg_score,fg_label
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-03-12,1190.358719,15.261009217948718,34.95617025667449,0.47435897435897434,78,2024-03-12,81.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-04-12,9066.169646,80.94794326785714,194.0619614646813,0.5357142857142857,112,2024-04-12,79.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-05-12,14685.787664,149.8549761632653,552.5462491949398,0.4897959183673469,98,2024-05-12,56.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-06-12,389.176232,5.640235246376812,22.04096777008298,0.2318840579710145,69,2024-06-12,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-07-12,4008.012049,46.60479126744186,199.43547940815048,0.4186046511627907,86,2024-07-12,25.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-08-12,554.009942,5.431470019607843,16.532328859404245,0.4215686274509804,102,2024-08-12,25.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-09-12,768.430838,3.6076565164319248,10.278075445542333,0.5915492957746479,213,2024-09-12,31.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-10-12,980.557461,6.245588923566879,10.658639132648302,0.6751592356687898,157,2024-10-12,49.0,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-11-12,1582.001112,17.010764645161288,65.43370104240654,0.34408602150537637,93,2024-11-12,80.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2024-12-12,5806.86932,39.50251238095238,89.22641922835794,0.5578231292517006,147,2024-12-12,83.0,Extreme Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-01,109.82694000000001,1.861473559322034,4.93802021668596,0.3559322033898305,59,2025-01-01,66.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-02,3.536668000000001,0.06934643137254903,3.180318934253238,0.4117647058823529,51,2025-01-02,70.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-03,557.9358,15.079345945945946,69.12020554968713,0.3783783783783784,37,2025-01-03,74.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-04,768.351892,18.740290048780487,32.112421310826804,0.6585365853658537,41,2025-01-04,73.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-01-05,16.923621,8.4618105,1.3774051188784298,1.0,2,2025-01-05,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-01,416.546688,4.124224633663366,7.2895790247503625,0.45544554455445546,101,2025-02-01,68.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-02,-1416.906536,-15.570401494505495,90.0350615896877,0.054945054945054944,91,2025-02-02,60.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-03,8330.21747,114.11256808219177,238.259800369003,0.7671232876712328,73,2025-02-03,44.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-02-04,669.381363,9.5625909,11.36864792160545,0.6,70,2025-02-04,72.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-01,250.581483,3.6316156956521737,9.461472462880298,0.5217391304347826,69,2025-03-01,20.0,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-02,439.634046,5.861787280000001,17.783788359173194,0.6,75,2025-03-02,26.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-03,494.669357,8.52878201724138,32.50372928234225,0.3620689655172414,58,2025-03-03,33.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-03-04,149.51234499999998,1.758968764705882,12.38004825643518,0.11764705882352941,85,2025-03-04,15.0,Extreme Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-01,232.66549799999999,2.872413555555555,6.331508983162254,0.49382716049382713,81,2025-04-01,34.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-02,1291.500575,26.90626197916667,74.99118060938883,0.3541666666666667,48,2025-04-02,44.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-03,163.73415,3.807770930232558,10.614594053092034,0.3023255813953488,43,2025-04-03,25.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-04-04,498.73528200000004,4.987352820000001,11.232299157827459,0.56,100,2025-04-04,28.0,Fear
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-05-01,87.752181,1.0701485487804878,1.9893938024390043,0.5365853658536586,82,2025-05-01,53.0,Neutral
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-05-02,696.8107239999999,8.395309927710843,34.031679501206966,0.4457831325301205,83,2025-05-02,67.0,Greed
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-05-03,437.35445200000004,16.821325076923078,29.655492945921022,0.7692307692307693,26,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-05-04,177.049662,3.1616011071428574,7.103732773073323,0.6071428571428571,56,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-06-01,114.68421000000001,1.4335526250000001,5.049513041782492,0.2625,80,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-06-02,358.877096,7.9750465777777775,15.8397839150668,0.37777777777777777,45,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-06-03,291.46926,13.879488571428572,20.857877588876935,0.6190476190476191,21,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-06-04,-476.77056300000004,-6.442845445945946,68.17859138393948,0.36486486486486486,74,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-07-01,267.846227,2.6004488058252426,3.885274014028063,0.6990291262135923,103,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-07-02,932.4458159999999,17.26751511111111,57.20344009630237,0.6666666666666666,54,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-07-03,411.824274,10.29560685,18.255167668563207,0.375,40,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-07-04,-19833.530157,-132.22353438000002,672.3252190668616,0.18,150,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-08-01,651.469355,4.37227755033557,10.066939318837784,0.5704697986577181,149,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-08-02,0.0,0.0,0.0,0.0,32,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-08-03,173.811132,4.966032342857143,10.876331264812713,0.4,35,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-08-04,230.103259,3.5400501384615386,11.154894072754304,0.36923076923076925,65,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-09-01,571.688942,5.550378077669903,12.215227770786832,0.47572815533980584,103,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-09-02,31.14195,1.831879411764706,3.7752816527342716,0.6470588235294118,17,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-09-03,140.953497,3.9153749166666665,10.912408830233744,0.16666666666666666,36,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-09-04,94.077376,1.7750448301886792,7.408182141065915,0.22641509433962265,53,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-10-01,401.706348,4.782218428571428,10.937364215425937,0.44047619047619047,84,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-10-02,436.833818,10.158926000000001,15.132972022741825,0.6744186046511628,43,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-10-03,-4026.754395,-129.89530306451613,324.4596969443612,0.0967741935483871,31,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-10-04,73.76740699999999,3.3530639545454544,6.211897089846956,0.5,22,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-11-01,157.228232,4.249411675675676,11.503435164314542,0.43243243243243246,37,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-11-02,593.326371,14.471374902439024,23.576812113247865,0.4634146341463415,41,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-11-03,0.0,0.0,0.0,0.0,24,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-11-04,67.00618399999999,4.786155999999999,7.962880760350567,0.42857142857142855,14,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-12-01,274.773033,4.361476714285714,9.105295986340487,0.6190476190476191,63,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-12-02,198.780392,3.3691591864406782,7.710724812624136,0.4576271186440678,59,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-12-03,33.01095,3.6678833333333336,9.250379852943878,0.4444444444444444,9,,,
0x28736f43f1e871e6aa8b1148d38d4994275d72c4,2025-12-04,10.499265,3.499755,2.7862921802704035,1.0,3,,,
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-01-11,-0.09906000000000104,-0.00707571428571436,2.0067723967900997,0.2857142857142857,14,2024-01-11,76.0,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-02-12,16196.864846,305.60122350943396,817.5365852290187,0.5660377358490566,53,2024-02-12,70.0,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-03-12,121.535562,2.0599247796610167,13.14947460229582,0.23728813559322035,59,2024-03-12,81.0,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-04-12,7591.307059,205.17046105405404,620.4152405150364,0.6756756756756757,37,2024-04-12,79.0,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-05-12,2069.92634,62.7250406060606,80.12375449323433,0.9090909090909091,33,2024-05-12,56.0,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-06-11,-3.41119,-1.1370633333333333,1.5821842320138744,0.0,3,2024-06-11,74.0,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-06-12,-123.870122,-13.763346888888888,38.49212787863718,0.0,9,2024-06-12,72.0,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-08-11,-710.786946,-47.3857964,56.781646372848705,0.0,15,2024-08-11,39.0,Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-10-12,130.883691,10.90697425,14.530312333302733,0.5833333333333334,12,2024-10-12,49.0,Neutral
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-11-12,8544.6855,449.7202894736842,1503.7355485539242,0.5263157894736842,19,2024-11-12,80.0,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2024-12-12,7639.595794,123.219287,285.1029123622855,0.6290322580645161,62,2024-12-12,83.0,Extreme Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-02,88.50699399999999,4.214618761904761,11.577816061721414,0.5714285714285714,21,2025-01-02,70.0,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-01-04,1334.414834,148.26831488888888,178.51430751701113,0.4444444444444444,9,2025-01-04,73.0,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-02-04,1.1031579999999999,0.18385966666666664,0.36311273861965604,0.3333333333333333,6,2025-02-04,72.0,Greed
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-03-04,160.127816,6.158762153846154,10.721378084813942,0.7307692307692307,26,2025-03-04,15.0,Extreme Fear
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-05-03,11113.173067,124.86711311235955,156.23118806156884,0.651685393258427,89,,,
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-06-02,-639.3510530000001,-10.48116480327869,143.49936509996087,0.5737704918032787,61,,,
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-06-03,279.152034,18.6101356,22.38551557299591,0.7333333333333333,15,,,
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-07-02,-1145.924392,-7.690767731543623,81.1319591397019,0.040268456375838924,149,,,
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-07-03,1.17533,0.39177666666666666,0.6785770918866428,0.3333333333333333,3,,,
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-10-01,21980.47249,161.62112125,385.2259353459991,0.9191176470588235,136,,,
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-11-01,-2.454844,-0.350692,0.7188475975724385,0.0,7,,,
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-11-03,276.7687,21.289900000000003,37.513346327792675,0.7692307692307693,13,,,
0x2c229d22b100a7beb69122eed721cee9b24011dd,2025-11-04,1419.922474,31.553832755555554,44.25416432581409,0.7555555555555555,45,,,
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2023-01-05,0.0,0.0,0.0,0.0,3,2023-01-05,29.0,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-08,0.0,0.0,,0.0,1,2024-01-08,71.0,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-01-12,13.566929,4.522309666666667,7.649800116857454,0.6666666666666666,3,2024-01-12,71.0,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-02-12,0.0,0.0,,0.0,1,2024-02-12,70.0,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-03-08,0.0,0.0,,0.0,1,2024-03-08,81.0,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-04-08,0.0,0.0,,0.0,1,2024-04-08,76.0,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-05-09,0.0,0.0,,0.0,1,2024-05-09,55.0,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-06-08,215.754798,7.9909184444444445,14.37459373223231,0.2962962962962963,27,2024-06-08,72.0,Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-07-08,0.0,0.0,0.0,0.0,11,2024-07-08,28.0,Fear
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2024-11-01,0.0,0.0,0.0,0.0,2,2024-11-01,75.0,Extreme Greed
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-06-03,600.008922,16.21645735135135,27.37460103895091,0.7027027027027027,37,,,
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-06-04,0.0,0.0,0.0,0.0,19,,,
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-07-04,9485.86,155.50590163934427,574.6261456640511,0.3442622950819672,61,,,
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-09-04,0.0,0.0,0.0,0.0,30,,,
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-10-03,-8224.491085,-316.3265801923077,302.8308767725473,0.0,26,,,
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-11-03,-58444.949486,-491.1340292941176,736.7683013148543,0.0,119,,,
0x3998f134d6aaa2b6a5f723806d00fd2bbbbce891,2025-12-04,2466.604719,77.08139746875,170.77081129657307,1.0,32,,,
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-01-12,0.0,0.0,,0.0,1,2024-01-12,71.0,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-03-12,0.0,0.0,,0.0,1,2024-03-12,81.0,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-05-12,0.0,0.0,0.0,0.0,6,2024-05-12,56.0,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-06-12,0.0,0.0,0.0,0.0,20,2024-06-12,72.0,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-09-12,483.662076,60.4577595,41.79936189234761,1.0,8,2024-09-12,31.0,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-10-12,0.0,0.0,0.0,0.0,3,2024-10-12,49.0,Neutral
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-11-12,3721.345649,930.33641225,89.34146094365165,1.0,4,2024-11-12,80.0,Extreme Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2024-12-11,0.0,0.0,0.0,0.0,2,2024-12-11,74.0,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-01-01,-9655.676981,-804.6397484166667,2798.6471808221468,0.4166666666666667,12,2025-01-01,66.0,Greed
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-01,0.0,0.0,,0.0,1,2025-03-01,20.0,Extreme Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-03-04,0.0,0.0,0.0,0.0,142,2025-03-04,15.0,Extreme Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-03,863.956464,13.713594666666667,42.018834227307856,0.47619047619047616,63,2025-04-03,25.0,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-04-04,266.39774,7.835227647058823,37.77837218146134,1.0,34,2025-04-04,28.0,Fear
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-05-03,8187.59426,190.4091688372093,413.68989389738994,0.5581395348837209,43,,,
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-06-04,24553.541149999997,361.0814875,1211.9834966030032,0.3088235294117647,68,,,
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-07-04,25941.716413,27.92434490096878,519.8908620300028,0.31646932185145316,929,,,
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-08-04,3366.444714,240.46033671428572,261.5971135264602,1.0,14,,,
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-09-04,-77308.420095,-125.29727730145866,725.590512730596,0.23014586709886548,617,,,
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-10-03,-37230.786609,-18615.3933045,17566.368992610518,0.0,2,,,
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-10-04,-831.2396219999999,-2.7164693529411763,73.7616490661885,0.5751633986928104,306,,,
0x39cef799f8b69da1995852eea189df24eb5cae3c,2025-12-03,0.0,0.0,0.0,0.0,39,,,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-02-12,0.0,0.0,,0.0,1,2024-02-12,70.0,Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-03-10,100.375782,20.0751564,24.456905264671907,0.6,5,2024-03-10,79.0,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-03-11,0.0,0.0,0.0,0.0,2,2024-03-11,82.0,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-04-11,540.05911,54.005911000000005,42.342634171213916,1.0,10,2024-04-11,76.0,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-07-11,503.46257599999996,31.466410999999997,66.73110405136819,0.6875,16,2024-07-11,29.0,Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-10-11,0.0,0.0,,0.0,1,2024-10-11,32.0,Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-11-11,393.07947,98.2698675,118.64225735268789,1.0,4,2024-11-11,76.0,Extreme Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2024-12-11,0.0,0.0,0.0,0.0,4,2024-12-11,74.0,Greed
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-04-04,0.0,0.0,,0.0,1,2025-04-04,28.0,Fear
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-05-04,562.1943200000001,29.589174736842107,28.783774021236344,1.0,19,,,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-06-04,0.0,0.0,0.0,0.0,21,,,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-09-04,110.553364,5.818598105263158,11.787854130929217,1.0,19,,,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-10-04,0.0,0.0,0.0,0.0,6,,,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-12-01,3699.757273,1233.2524243333335,2125.1376861801396,1.0,3,,,
0x3f9a0aadc7f04a7c9d75dc1b5a6ddd6e36486cf6,2025-12-04,3593.989207,133.11071137037038,134.66908156804593,1.0,27,,,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-06-12,0.0,0.0,0.0,0.0,45,2024-06-12,72.0,Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2024-12-12,1762.46,176.246,141.9547674159847,1.0,10,2024-12-12,83.0,Extreme Greed
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-08-01,0.0,0.0,0.0,0.0,12,,,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-08-02,0.0,0.0,0.0,0.0,5,,,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-08-03,11894.061848,1081.2783498181818,924.8825872053743,1.0,11,,,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-10-04,8720.984286,792.8167532727274,928.087085588767,1.0,11,,,
0x420ab45e0bd8863569a5efbb9c05d91f40624641,2025-11-03,9461.082288,155.09970963934427,876.5854566151847,0.04918032786885246,61,,,
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-05-10,0.0,0.0,,0.0,1,2024-05-10,66.0,Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-09-08,0.0,0.0,,0.0,1,2024-09-08,29.0,Fear
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-10-08,0.0,0.0,,0.0,1,2024-10-08,49.0,Neutral
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-09,0.0,0.0,,0.0,1,2024-11-09,75.0,Extreme Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-11-10,0.0,0.0,,0.0,1,2024-11-10,78.0,Extreme Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2024-12-08,0.0,0.0,,0.0,1,2024-12-08,79.0,Extreme Greed
0x430f09841d65beb3f27765503d0f850b8bce7713,2025-07-02,5615.052102,60.37690432258064,205.14299321974337,0.25806451612903225,93,,,
